Unique id,channel_name,category,Sub-category,Customer Remarks,Order_id,order_date_time,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,connected_handling_time,Agent_name,Supervisor,Manager,Tenure Bucket,Agent Shift,CSAT Score,response_time_minutes,response_bucket
45ff828b-170b-4140-8a4a-a1810042f2e8,Inbound,Returns,Reverse Pickup Enquiry,,41b1b6c5-c204-4029-8493-8d8f235cfd41,22-06-2023 11:51,2023-08-04 17:50:00,2023-08-04 17:55:00,04-Aug-23,SIKAR,Home,1499.0,,Tabitha Ayala,Amelia Tanaka,Michael Lee,31-60,Evening,5.0,5.0,0-5 min
e3cb5312-521f-4317-aa7b-069f98a5c282,Outcall,Order Related,General Enquiry,,,,2023-08-04 11:22:00,2023-08-04 11:23:00,04-Aug-23,,,,,Daniel Davis,Madison Kim,John Smith,>90,Morning,5.0,1.0,0-5 min
2c1e1ea7-db26-49a5-a3d6-6c37041208b4,Outcall,Order Related,Delayed,,,,2023-08-03 19:26:00,2023-08-04 14:03:00,04-Aug-23,,,,,Sara Campbell,Logan Lee,Emily Chen,61-90,Evening,3.0,1117.0,3+ hrs
77b0c41f-eaa5-4df5-9974-949e73ab3cdb,Inbound,Order Related,Invoice request,,,,2023-08-04 22:00:00,2023-08-04 22:04:00,04-Aug-23,,,,,Tammy Cochran,Madison Kim,John Smith,>90,Split,4.0,4.0,0-5 min
8466400a-2cb7-4873-98f3-61feefdd3381,Outcall,App/website,Issues with Shopzilla App,,,,2023-08-02 20:23:00,2023-08-04 08:04:00,04-Aug-23,,,,,Tabitha Ayala,Amelia Tanaka,Michael Lee,31-60,Evening,5.0,2141.0,3+ hrs
96dc1e11-8f35-4b0c-8329-b814ef86d3e6,Outcall,Returns,Return request,,,,2023-08-04 12:19:00,2023-08-04 12:29:00,04-Aug-23,,,,,Anthony Kerr,Emma Park,John Smith,>90,Morning,5.0,10.0,5-15 min
85723b41-8bce-4dd5-b986-1732f388ae11,Outcall,Cancellation,Return cancellation,Good service,,,2023-08-04 14:55:00,2023-08-04 15:04:00,04-Aug-23,,,,,Matthew Lambert,Olivia Wang,Olivia Tan,>90,Afternoon,5.0,9.0,5-15 min
9940d6b0-a580-4dd8-8ec8-0c9ebb95159e,Email,Order Related,Delayed,,,,2023-08-04 18:31:00,2023-08-04 19:26:00,04-Aug-23,,,,,Vincent Nguyen,Elijah Yamaguchi,Michael Lee,31-60,Afternoon,5.0,55.0,30-60 min
4a2b4882-69a0-4ae2-aa97-d00cb2cc4c89,Outcall,Returns,Reverse Pickup Enquiry,,,,2023-08-04 16:42:00,2023-08-04 16:43:00,04-Aug-23,,,,,Sabrina Osborne,Jackson Park,William Kim,On Job Training,Evening,5.0,1.0,0-5 min
62773f53-c58d-4b19-befd-345ada6b7f39,Inbound,Refund Related,Refund Enquiry,,,,2023-08-04 16:47:00,2023-08-04 16:51:00,04-Aug-23,,,,,Andrew Aguilar,Nathan Patel,Emily Chen,On Job Training,Evening,5.0,4.0,0-5 min
dc8d43df-4d97-412a-8941-db42c018f65e,Inbound,Order Related,Priority delivery,She was helpful during the whole conversation,,,2023-08-04 19:01:00,2023-08-04 19:09:00,04-Aug-23,,,,,Matthew Graham,Aiden Patel,Olivia Tan,On Job Training,Evening,5.0,8.0,5-15 min
096e5d45-7439-4f39-babb-c7f506f682b7,Inbound,Returns,Reverse Pickup Enquiry,,,,2023-08-04 12:01:00,2023-08-04 12:17:00,04-Aug-23,,,,,Janet Turner,Layla Taniguchi,Emily Chen,31-60,Morning,1.0,16.0,15-30 min
e523e471-2958-47dc-934f-fc88a4f3e0e3,Inbound,Order Related,Installation/demo,,,,2023-08-04 09:37:00,2023-08-04 09:40:00,04-Aug-23,,,,,Mikayla Wright,Jackson Park,William Kim,On Job Training,Morning,5.0,3.0,0-5 min
4d1f5352-9d8b-4e72-b88d-fa539c1633b7,Outcall,Returns,Service Centres Related,Very nice ,,,2023-08-04 09:52:00,2023-08-04 10:01:00,04-Aug-23,,,,,Kenneth Martin,Aiden Patel,John Smith,31-60,Morning,5.0,9.0,5-15 min
ef454bfa-efbe-4cc5-a6e7-597ea4a1b40e,Outcall,Returns,Reverse Pickup Enquiry,,,,2023-08-04 11:49:00,2023-08-04 12:20:00,04-Aug-23,,,,,Karen Schultz,Evelyn Kimura,John Smith,0-30,Morning,5.0,31.0,30-60 min
cc8d1d0f-c386-48ac-8d57-48bafe9fe788,Inbound,Returns,Return request,,,,2023-08-04 23:18:00,2023-08-04 23:25:00,04-Aug-23,,,,,Aaron Edwards,Mia Patel,Emily Chen,61-90,Evening,5.0,7.0,5-15 min
0492cae7-89be-4e8e-b23e-e0d32282f2a3,Outcall,Returns,Reverse Pickup Enquiry,,,,2023-08-04 10:18:00,2023-08-04 10:21:00,04-Aug-23,,,,,Hunter Hoffman,Brayden Wong,John Smith,>90,Morning,5.0,3.0,0-5 min
86ac9ba9-dd43-4e5f-9487-8c48be325756,Inbound,Returns,Reverse Pickup Enquiry,,,,2023-08-04 20:12:00,2023-08-04 20:17:00,04-Aug-23,,,,,Karen Alvarado,Ava Wong,William Kim,On Job Training,Evening,5.0,5.0,0-5 min
ac10cc99-c566-41fa-9203-1e6e30381b66,Outcall,Cancellation,Not Needed,,13664edb-9e60-4f32-bd15-bbf2fe043b8a,30-07-2023 08:30,2023-08-04 14:24:00,2023-08-04 14:36:00,04-Aug-23,NOIDA,Books & General merchandise,10999.0,,Brian Wilson PhD,Emma Park,John Smith,31-60,Morning,1.0,12.0,5-15 min
b6cf2dbc-d101-4ac7-9e7a-0c8e2a4352aa,Outcall,Order Related,Installation/demo,Not solved my problem ,,,2023-08-04 08:56:00,2023-08-04 09:06:00,04-Aug-23,,,,,David Perez,Lily Chen,Michael Lee,>90,Evening,1.0,10.0,5-15 min
58d640c7-9d5c-45e8-a1b7-f85265948581,Inbound,Returns,Reverse Pickup Enquiry,"Try to check all items before delivering, I am facing problem 2nd time, hearing is very slow,   to disturb your valuable costumer ",,,2023-08-04 09:48:00,2023-08-04 19:26:00,04-Aug-23,,,,,Craig Hall,Harper Wong,Emily Chen,>90,Split,1.0,578.0,3+ hrs
5fc5e3e0-8e4f-440c-921c-fb7ca41fbcd2,Inbound,Product Queries,Product Specific Information,Good services,,,2023-08-04 10:12:00,2023-08-04 10:13:00,04-Aug-23,,,,,Matthew Mendoza MD,William Park,John Smith,61-90,Evening,5.0,1.0,0-5 min
1b1018af-8f7f-4211-bc2b-a90487ffa960,Inbound,Payments related,Wallet related,,,,2023-08-04 18:30:00,2023-08-04 18:40:00,04-Aug-23,,,,,Melissa Castillo,Elijah Yamaguchi,Michael Lee,>90,Night,4.0,10.0,5-15 min
98c8f2ec-24ae-49fe-8d95-13facdcf8f1c,Inbound,Returns,Reverse Pickup Enquiry,Easily connect to customer supportPlease provide particular option to call customer support.Other wise everything is awesome ,,,2023-08-04 10:07:00,2023-08-04 10:18:00,04-Aug-23,,,,,John Perry,Olivia Suzuki,Jennifer Nguyen,On Job Training,Morning,5.0,11.0,5-15 min
d90694f5-ec6f-4f61-adbf-21b08ada960c,Inbound,Returns,Reverse Pickup Enquiry,,,,2023-08-04 13:25:00,2023-08-04 13:34:00,04-Aug-23,,,,,Jennifer Lewis,Madison Kim,John Smith,>90,Morning,4.0,9.0,5-15 min
b05463a5-bbe1-4969-a221-572a82684448,Inbound,Returns,Reverse Pickup Enquiry,,,,2023-08-04 22:35:00,2023-08-04 22:45:00,04-Aug-23,,,,,Carla Morgan,Nathan Patel,Emily Chen,0-30,Evening,5.0,10.0,5-15 min
6e7a3b0e-cdb0-4b1c-8dbd-33edc9b59eee,Inbound,Returns,Return request,,f4b7f3a6-3b75-4d28-a5a7-f8374a6fb373,22-07-2023 14:33,2023-08-04 17:30:00,2023-08-04 19:04:00,04-Aug-23,WADI,Electronics,1480.0,,Sharon Stephenson,Jacob Sato,Emily Chen,0-30,Evening,4.0,94.0,1-3 hrs
5783ac22-fbe8-45dc-a526-1f4782d09086,Inbound,Returns,Technician Visit,,,,2023-08-03 19:01:00,2023-08-04 02:53:00,04-Aug-23,,,,,Thomas Blair,Noah Patel,Michael Lee,>90,Morning,5.0,472.0,3+ hrs
dd2b44f4-d9fc-4154-a410-83c03c6a56e2,Inbound,Payments related,Payment related Queries,,,,2023-08-04 15:31:00,2023-08-04 15:54:00,04-Aug-23,,,,,Lisa Zamora,Noah Patel,Emily Chen,>90,Afternoon,5.0,23.0,15-30 min
d7bb9f22-9d38-4cc6-a1bd-2c97336a49e6,Outcall,Returns,Service Centres Related,,,,2023-08-04 20:56:00,2023-08-04 20:58:00,04-Aug-23,,,,,Kimberly Morris,Carter Park,Jennifer Nguyen,On Job Training,Evening,5.0,2.0,0-5 min
854c3768-e276-4f6b-a0f8-12951124a024,Inbound,Order Related,Seller Cancelled Order,Big pigeon in this world ,,,2023-08-04 10:41:00,2023-08-04 12:26:00,04-Aug-23,,,,,Emily Mckenzie,Amelia Tanaka,Emily Chen,>90,Split,5.0,105.0,1-3 hrs
bebea8ee-395a-447c-b562-e6939de60361,Inbound,Product Queries,Product Specific Information,,,,2023-08-04 12:39:00,2023-08-04 12:42:00,04-Aug-23,,,,,Amanda Martinez,Elijah Yamaguchi,John Smith,>90,Evening,5.0,3.0,0-5 min
6fe56eee-7dd8-4abb-bbd8-5f05625e4626,Outcall,Order Related,Delayed,,,,2023-08-04 14:44:00,2023-08-04 14:45:00,04-Aug-23,,,,,Bonnie Durham,Austin Johnson,Michael Lee,0-30,Morning,4.0,1.0,0-5 min
de8dcb0c-66ce-4de9-b14c-4128c8b064f8,Inbound,Returns,Reverse Pickup Enquiry,,,,2023-08-04 20:41:00,2023-08-04 20:43:00,04-Aug-23,,,,,Amanda Proctor,Noah Patel,Emily Chen,>90,Split,5.0,2.0,0-5 min
f9a15f0a-db91-4f34-973a-677531a35420,Inbound,Returns,Reverse Pickup Enquiry,No solution given.customer support executive didn't shown ownership.product smells bad.,,,2023-08-03 16:46:00,2023-08-04 17:34:00,04-Aug-23,,,,,Cory Collins,Mia Yamamoto,Emily Chen,>90,Evening,1.0,1488.0,3+ hrs
98dc8f3b-2da2-44d4-9506-41ebd6ac1d8e,Inbound,Order Related,Order status enquiry,,,,2023-08-04 18:54:00,2023-08-04 21:16:00,04-Aug-23,,,,,Scott Pierce,Charlotte Suzuki,Jennifer Nguyen,On Job Training,Evening,2.0,142.0,1-3 hrs
cedfe979-20e9-4a4c-8b53-fc92e23d647f,Inbound,Order Related,Delayed,,,,2023-08-05 00:47:00,2023-08-05 00:48:00,05-Aug-23,,,,,Patrick Lee Jr.,Noah Patel,Michael Lee,61-90,Night,4.0,1.0,0-5 min
4ad47cc6-88f7-4392-95f9-adbe48bc26a4,Outcall,Shopzilla Related,General Enquiry,,,,2023-08-03 21:36:00,2023-08-04 01:25:00,04-Aug-23,,,,,Antonio Wilson,Mia Patel,Emily Chen,>90,Evening,5.0,229.0,3+ hrs
a33bc78a-b925-49f0-9fe5-9d75ff522223,Inbound,Returns,Return request,V.good consultant customer support ,,,2023-08-04 08:10:00,2023-08-04 14:21:00,04-Aug-23,,,,,Colleen Hall,Landon Tanaka,John Smith,>90,Split,5.0,371.0,3+ hrs
5e20d76d-b281-4776-8f4c-dbfc146124e9,Inbound,Order Related,Delayed,,,,2023-08-04 22:54:00,2023-08-04 22:56:00,04-Aug-23,,,,,Victor Rivera,Lily Chen,Michael Lee,>90,Evening,5.0,2.0,0-5 min
33a38380-02ca-43d0-a3b2-06455bc73102,Inbound,Returns,Reverse Pickup Enquiry,,,,2023-08-04 09:57:00,2023-08-04 10:04:00,04-Aug-23,,,,,Norma Davis,Aiden Patel,John Smith,>90,Morning,5.0,7.0,5-15 min
d3172c4a-e1ab-4c11-a5c9-7e74597e69b4,Outcall,Returns,Return request,Good,,,2023-08-04 08:15:00,2023-08-04 08:18:00,04-Aug-23,,,,,Andrew Davis,Aiden Patel,John Smith,>90,Morning,5.0,3.0,0-5 min
b39b8d2b-01a0-48d6-b259-8328d546d92b,Inbound,Order Related,Delayed,,,,2023-08-04 17:00:00,2023-08-04 17:00:00,04-Aug-23,,,,,Ryan Jefferson,Elijah Yamaguchi,John Smith,>90,Evening,5.0,0.0,
0771faa8-e0e8-44df-bc8d-e3c74d57b41b,Inbound,Order Related,Installation/demo,Nis ,,,2023-08-04 09:20:00,2023-08-04 09:23:00,04-Aug-23,,,,,Mr. George Hall Jr.,Brayden Wong,John Smith,61-90,Morning,5.0,3.0,0-5 min
46d4657e-ef41-4fd8-a37f-0984988fff1c,Inbound,Returns,Reverse Pickup Enquiry,same time seller policy not to good seller not to understand our problem he make choice for customer,,,2023-08-04 17:23:00,2023-08-04 23:39:00,04-Aug-23,,,,,Donald Jordan,Mia Patel,Emily Chen,>90,Evening,4.0,376.0,3+ hrs
d8666be9-636f-48c1-b1cc-3dd9acfb2731,Outcall,Returns,Reverse Pickup Enquiry,,,,2023-08-04 17:22:00,2023-08-04 17:29:00,04-Aug-23,,,,,Angela Carlson,Wyatt Kim,Michael Lee,61-90,Afternoon,5.0,7.0,5-15 min
0907b135-a35d-4ef4-91be-687b374a6dc1,Inbound,Order Related,Invoice request,,,,2023-08-04 18:16:00,2023-08-04 20:53:00,04-Aug-23,,,,,Nicole Chavez,Alexander Tanaka,Michael Lee,0-30,Evening,4.0,157.0,1-3 hrs
78d75bbe-a1b2-472f-8506-96a64f083be1,Outcall,Returns,Fraudulent User,,,,2023-08-04 12:53:00,2023-08-04 12:54:00,04-Aug-23,,,,,James Jordan,Aiden Patel,John Smith,31-60,Morning,5.0,1.0,0-5 min
50ddb70e-c748-4e91-95f4-b7e3dba15904,Inbound,Returns,Reverse Pickup Enquiry,,,,2023-08-04 07:00:00,2023-08-04 07:26:00,04-Aug-23,,,,,Virginia Caldwell,Lily Chen,Michael Lee,>90,Morning,5.0,26.0,15-30 min
1102e3d0-422b-4ff4-a3fb-3392a102d1ec,Inbound,Returns,Return request,,,,2023-08-04 08:40:00,2023-08-04 14:42:00,04-Aug-23,,,,,Kelsey Richardson,Madison Kim,Emily Chen,>90,Split,5.0,362.0,3+ hrs
c038ca15-86e6-4a6c-9dbc-00bb23f3d957,Outcall,Returns,Reverse Pickup Enquiry,Problem solve time so more.plz look...,,,2023-08-04 12:06:00,2023-08-04 12:18:00,04-Aug-23,,,,,Emily Sharp,Austin Johnson,Michael Lee,0-30,Morning,5.0,12.0,5-15 min
8f361245-9ee9-40d9-9f12-bf66e3655907,Inbound,Payments related,Payment related Queries,Thanks for support ,,,2023-08-05 00:57:00,2023-08-05 01:06:00,05-Aug-23,,,,,James Jordan,Aiden Patel,John Smith,31-60,Morning,4.0,9.0,5-15 min
9ae5a841-089d-4e76-9a31-48971f78c77f,Inbound,Returns,Missing,Better ,f7cf5941-5f0b-488f-acee-d9f6e961e636,20-07-2023 11:07,2023-08-04 23:37:00,2023-08-04 23:40:00,04-Aug-23,SAHARSA,Books & General merchandise,382.0,,Ryan Thompson,Olivia Wang,Emily Chen,31-60,Evening,5.0,3.0,0-5 min
afa0f7c5-6abd-4df4-968d-252dcc4f775d,Inbound,Order Related,Delayed,Very unhappy with your service,635bd191-6a4b-4734-bcc3-ac9d56ecb152,25-07-2023 19:45,2023-08-04 11:34:00,2023-08-04 11:35:00,04-Aug-23,CHENNAI,LifeStyle,339.0,,Jessica Hahn,Madison Kim,Emily Chen,>90,Split,1.0,1.0,0-5 min
be416329-72f8-4b3f-a074-8cde481f4819,Inbound,Order Related,Seller Cancelled Order,Good ,,,2023-08-04 02:07:00,2023-08-04 02:22:00,04-Aug-23,,,,,Anthony Cook,Noah Patel,Michael Lee,31-60,Night,5.0,15.0,5-15 min
9f6719e6-ffa4-480e-a136-13edccd9ca34,Outcall,Returns,Service Centres Related,,,,2023-08-04 11:35:00,2023-08-04 11:36:00,04-Aug-23,,,,,Julie Williams,Zoe Yamamoto,William Kim,On Job Training,Morning,3.0,1.0,0-5 min
e5b785a9-5da2-4768-920b-443f4e399bf4,Inbound,Shopzilla Related,Account updation,,,,2023-08-04 21:15:00,2023-08-04 21:16:00,04-Aug-23,,,,,Stephanie Stewart,Nathan Patel,Jennifer Nguyen,On Job Training,Evening,5.0,1.0,0-5 min
a7fe6327-4a0b-4516-bf84-70e2b86437b9,Inbound,Product Queries,Product Specific Information,,,,2023-08-03 09:20:00,2023-08-04 09:49:00,04-Aug-23,,,,,Jessica Hahn,Madison Kim,Emily Chen,>90,Split,5.0,1469.0,3+ hrs
16ad41ce-c2be-4a43-a210-1eecc6868103,Inbound,Order Related,Order status enquiry,"8Pm under I need to come to my things, I need your help,bad service.......??",,,2023-08-04 18:39:00,2023-08-04 18:55:00,04-Aug-23,,,,,Eric Dunn MD,Jackson Park,William Kim,On Job Training,Evening,1.0,16.0,15-30 min
5f6235db-4fd5-488c-a840-261b171eec57,Inbound,Returns,Wrong,,,,2023-08-04 17:17:00,2023-08-04 18:59:00,04-Aug-23,,,,,Samantha Swanson,Ava Wong,William Kim,On Job Training,Evening,5.0,102.0,1-3 hrs
35df6929-9c60-481a-9d79-1242e4952346,Inbound,Returns,Service Centres Related,I'm really thanks for your support. ,,,2023-08-04 17:41:00,2023-08-04 17:44:00,04-Aug-23,,,,,Janet Maxwell,Landon Tanaka,John Smith,>90,Split,5.0,3.0,0-5 min
67cb61e6-a816-4fb8-a6f2-a527822f994d,Outcall,Returns,Wrong,,,,2023-08-04 20:45:00,2023-08-04 20:47:00,04-Aug-23,,,,,Daniel Martinez,Ethan Tan,Michael Lee,31-60,Evening,5.0,2.0,0-5 min
5efc5e6f-e252-4429-b3fd-c6d629c222db,Inbound,Refund Related,Refund Related Issues,,,,2023-08-04 08:27:00,2023-08-04 08:42:00,04-Aug-23,,,,,Catherine Baird,Lily Chen,Michael Lee,>90,Morning,5.0,15.0,5-15 min
8bd11f3b-8213-435e-9596-e65951375a40,Inbound,Returns,Service Centres Related,  ki hai mujhe lagta hai ki mari help   hai achhi baat   thanks ?? please mari help kro,,,2023-08-04 12:46:00,2023-08-04 12:48:00,04-Aug-23,,,,,Brandon Young,Zoe Yamamoto,John Smith,>90,Morning,5.0,2.0,0-5 min
4c4d42bc-e3c9-4e03-9734-6194bf1545be,Inbound,Returns,Service Centres Related,,,,2023-08-04 16:51:00,2023-08-04 16:59:00,04-Aug-23,,,,,Connor Jackson,Ethan Tan,Michael Lee,31-60,Evening,5.0,8.0,5-15 min
906c3496-4353-4805-8206-d5ebdc67a7e5,Inbound,Returns,Technician Visit,"STILL, MY CONCERN IS UNSOLVED",,,2023-08-04 10:59:00,2023-08-04 11:00:00,04-Aug-23,,,,,Christopher Moore Jr.,Carter Park,Michael Lee,>90,Morning,3.0,1.0,0-5 min
5c41e355-f6fa-4fc3-9237-9a51785760dc,Inbound,Shopzilla Related,Signup Issues,,,,2023-08-04 18:16:00,2023-08-04 19:11:00,04-Aug-23,,,,,Jon Lopez,Olivia Wang,John Smith,>90,Evening,5.0,55.0,30-60 min
675282a7-dc93-4b18-9963-368641bc63e6,Inbound,Returns,Return request,Good,,,2023-08-04 14:35:00,2023-08-04 18:21:00,04-Aug-23,,,,,Phillip Mccoy,Lily Chen,Michael Lee,>90,Morning,5.0,226.0,3+ hrs
15c8b10b-a5c8-4c24-88d4-8d1e7c009921,Inbound,Returns,Wrong,,,,2023-08-04 13:11:00,2023-08-04 13:16:00,04-Aug-23,,,,,Laura Allen,Oliver Nguyen,John Smith,>90,Morning,5.0,5.0,0-5 min
10720f9c-a8c9-4280-b217-6a742570b44d,Inbound,Order Related,Installation/demo,,,,2023-08-04 09:59:00,2023-08-04 10:01:00,04-Aug-23,,,,,Amanda Morse,Ava Wong,Jennifer Nguyen,On Job Training,Morning,5.0,2.0,0-5 min
d77805ba-18f2-4e6e-ad52-e299e70d1731,Inbound,Returns,Fraudulent User,Shopzilla grocery is worst experience. I ordered 22 items and these delivery guys deliver 19 out of it and as well act like it is 22 when you even count items and tell them it is 19 they will not listen and mark all order as delivered ,,,2023-08-04 22:43:00,2023-08-04 23:31:00,04-Aug-23,,,,,Nicole Patel,William Park,John Smith,31-60,Evening,1.0,48.0,30-60 min
244dcdce-3e61-4baa-b398-ee1b2d95d9d5,Outcall,Cancellation,Not Needed,,,,2023-08-04 22:56:00,2023-08-04 22:59:00,04-Aug-23,,,,,Joanna Wright,Logan Lee,Emily Chen,61-90,Evening,5.0,3.0,0-5 min
e2847070-284a-4597-b0fe-2c763fd77d3d,Outcall,Feedback,UnProfessional Behaviour,,,,2023-08-04 00:13:00,2023-08-04 00:27:00,04-Aug-23,,,,,Brandy Baker,Elijah Yamaguchi,Emily Chen,61-90,Evening,5.0,14.0,5-15 min
f14edad4-65ad-45dd-bd0d-37e56ab413eb,Inbound,Returns,Reverse Pickup Enquiry,,,,2023-08-04 12:14:00,2023-08-04 12:26:00,04-Aug-23,,,,,Bobby Higgins,Scarlett Chen,John Smith,0-30,Morning,5.0,12.0,5-15 min
9ad05f9b-85a9-4d1f-91d4-3d1afa98e59d,Inbound,Returns,Return request,Good ,,,2023-08-04 17:32:00,2023-08-04 17:37:00,04-Aug-23,,,,,Tina Garza,Noah Patel,Michael Lee,>90,Morning,5.0,5.0,0-5 min
8519eaf3-3fa2-4408-9edb-7f7ed2862a78,Inbound,Order Related,Delayed,,,,2023-08-04 18:29:00,2023-08-04 20:13:00,04-Aug-23,,,,,Amanda Sloan,Elijah Yamaguchi,John Smith,>90,Evening,5.0,104.0,1-3 hrs
6ea51545-5af8-46cf-8dfd-bc857439ceb8,Inbound,Returns,Fraudulent User,,21522601-1845-4a87-b153-38ccba5068a9,25-07-2023 22:46,2023-08-04 16:46:00,2023-08-04 17:23:00,04-Aug-23,MAIHAR,Electronics,3499.0,,Erin Le,Logan Lee,Emily Chen,61-90,Evening,4.0,37.0,30-60 min
fdbff604-b613-40cd-90d7-60e559342cc5,Inbound,Returns,Reverse Pickup Enquiry,Good,,,2023-08-04 15:40:00,2023-08-04 15:42:00,04-Aug-23,,,,,Brett Smith,Dylan Kim,Michael Lee,>90,Morning,5.0,2.0,0-5 min
42814c51-0b73-4475-90e6-d752f7d660cc,Inbound,Returns,Return request,,,,2023-08-04 20:43:00,2023-08-04 20:56:00,04-Aug-23,,,,,Duane Norman,Jackson Park,William Kim,On Job Training,Evening,5.0,13.0,5-15 min
33f73f48-193e-4d46-b158-51fe7821dae6,Outcall,Feedback,UnProfessional Behaviour,,,,2023-08-04 10:52:00,2023-08-04 10:55:00,04-Aug-23,,,,,Jennifer Hernandez,Lily Chen,Michael Lee,>90,Morning,5.0,3.0,0-5 min
c3a15f24-28c6-449a-9656-697899f02fc9,Email,Feedback,UnProfessional Behaviour,,,,2023-08-04 21:03:00,2023-08-04 21:31:00,04-Aug-23,,,,,Charles Huff,Landon Tanaka,Emily Chen,>90,Split,5.0,28.0,15-30 min
f1f6591a-612f-4d70-b9d8-cdeae835f4fb,Inbound,Returns,Service Centres Related,Good work ,,,2023-08-04 11:57:00,2023-08-04 11:57:00,04-Aug-23,,,,,Tamara Washington,Elijah Yamaguchi,John Smith,>90,Evening,5.0,0.0,
5c4247aa-16a0-4c9b-9255-f661eaf3f25c,Inbound,Returns,Reverse Pickup Enquiry,,,,2023-08-03 18:54:00,2023-08-04 11:01:00,04-Aug-23,,,,,Molly Lozano,Emma Park,John Smith,31-60,Afternoon,5.0,967.0,3+ hrs
1ace3938-c9f8-47ba-8002-28d384d244c7,Inbound,Returns,Reverse Pickup Enquiry,,f6ee1739-3ac6-459e-add6-c9489ae3f808,16-07-2023 16:27,2023-08-04 19:26:00,2023-08-04 19:30:00,04-Aug-23,JODHPUR,Electronics,999.0,,Juan Moore,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,5.0,4.0,0-5 min
e6cadc40-23dc-486e-9412-48a4621b2d4f,Inbound,Order Related,Installation/demo,Thank you?,8752f85e-17d3-4ef6-9711-c2d790cd101c,26-07-2023 20:58,2023-08-04 09:10:00,2023-08-04 09:14:00,04-Aug-23,CHIKODI,Home Appliences,2599.0,,Luis Werner,Brayden Wong,John Smith,>90,Morning,5.0,4.0,0-5 min
3694297f-a4f6-4fde-bcc8-5010499e7915,Outcall,Order Related,Order status enquiry,I am really frustrated and upset that my order has not been received with stipulated date / time .Plz take action on this ASAP. .I want my order to ,7941e0ae-f655-49be-9de5-e9a513a8c459,01-08-2023 13:21,2023-08-04 10:31:00,2023-08-04 10:43:00,04-Aug-23,BILASPUR,Electronics,699.0,,Mrs. Sandra Johnson,Evelyn Kimura,John Smith,0-30,Morning,1.0,12.0,5-15 min
c33b1452-99b6-4111-af02-8d891044c7c2,Email,Returns,Reverse Pickup Enquiry,Refund nahi   raha he,,,2023-08-04 14:52:00,2023-08-04 17:20:00,04-Aug-23,,,,,Thomas Waters,Sophia Sato,John Smith,>90,Afternoon,1.0,148.0,1-3 hrs
44888cdf-8001-493a-95c6-50b129acf7e9,Inbound,Returns,Fraudulent User,,,,2023-08-04 11:58:00,2023-08-04 12:00:00,04-Aug-23,,,,,Michael Thomas,Logan Lee,Emily Chen,61-90,Evening,5.0,2.0,0-5 min
97fea6a9-cf01-43a8-8786-4c292a265a74,Inbound,Order Related,Order status enquiry,Overall sense is good.i like Shopzilla ,,,2023-08-04 22:32:00,2023-08-04 22:37:00,04-Aug-23,,,,,Luke Brown,Alexander Tanaka,Michael Lee,0-30,Evening,5.0,5.0,0-5 min
86b82657-c3d3-470d-b75b-f636b39580de,Inbound,Returns,Reverse Pickup Enquiry,,ba259f88-f72d-421f-8d26-cf3b39278901,16-07-2023 22:44,2023-08-04 08:29:00,2023-08-04 08:32:00,04-Aug-23,PURI,Electronics,799.0,,Daniel Murphy,Noah Patel,Michael Lee,>90,Morning,5.0,3.0,0-5 min
14f8a3c6-c0df-424f-b865-83f46792812e,Inbound,Returns,Reverse Pickup Enquiry,Need a little bit easier for the customers' policies.,,,2023-08-04 09:49:00,2023-08-04 10:17:00,04-Aug-23,,,,,Gordon Jones,Austin Johnson,Michael Lee,0-30,Morning,5.0,28.0,15-30 min
8184a221-8828-4d0c-a4b1-1cb5301e714d,Outcall,Returns,Missing,,,,2023-08-04 18:42:00,2023-08-04 19:34:00,04-Aug-23,,,,,Stephanie Stewart,Nathan Patel,Jennifer Nguyen,On Job Training,Evening,4.0,52.0,30-60 min
f0ffcd22-2f2b-40f9-bf14-81a6635c3704,Email,Returns,Exchange / Replacement,,,,2023-08-04 19:57:00,2023-08-04 20:00:00,04-Aug-23,,,,,Randy Finley,Emily Yamashita,Michael Lee,>90,Morning,5.0,3.0,0-5 min
94cc75ed-3445-4055-97ff-5fdd7e3c7607,Inbound,Returns,Reverse Pickup Enquiry,,,,2023-08-04 16:14:00,2023-08-04 16:15:00,04-Aug-23,,,,,Douglas Smith,Brayden Wong,John Smith,>90,Evening,5.0,1.0,0-5 min
aac279c1-6c3a-4d02-ad09-02df0a204f4b,Inbound,Shopzilla Related,General Enquiry,,,,2023-08-04 20:41:00,2023-08-04 20:46:00,04-Aug-23,,,,,Jessica Williams,Lucas Singh,John Smith,31-60,Evening,5.0,5.0,0-5 min
93f2dd24-1f49-4b71-803c-da990da1ed5d,Inbound,Order Related,Seller Cancelled Order,,,,2023-08-04 07:04:00,2023-08-04 07:18:00,04-Aug-23,,,,,Susan Francis,Sophia Sato,John Smith,0-30,Morning,5.0,14.0,5-15 min
6b806ee1-214a-4341-80d1-a4f5496919a5,Outcall,Returns,Reverse Pickup Enquiry,,,,2023-08-04 08:31:00,2023-08-04 08:32:00,04-Aug-23,,,,,Michael Gomez,Mia Patel,John Smith,31-60,Morning,5.0,1.0,0-5 min
